Dmc;Value;Timestamp;Feature;Machine;LowerLimit;UpperLimit;MeasurementOccurence
Y2711248291A;0,25447664;2024-10-10 03:58:54.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2711248291A;0,73337114;2024-10-10 03:58:54.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2722238361A;1,0210421;2024-10-09 20:25:35.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2722238361A;0,34004784;2024-10-09 20:25:35.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2722238361A;0,90261549;2024-10-09 20:25:35.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2722238361A;1,559458;2024-10-09 20:25:35.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2722238361A;0,30556425;2024-10-09 20:25:35.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2740640022A;0,21249607;2024-10-10 05:04:24.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2701830061A;2,0341215;2024-10-10 01:48:53.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2701830061A;0,95783848;2024-10-10 01:48:53.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2701830061A;0,28241143;2024-10-10 01:48:53.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2701830061A;0,28841251;2024-10-10 01:48:53.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2721059071A;1,3358834;2024-10-10 01:46:46.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;2
Y2721059071A;4,4573975;2024-10-10 01:46:46.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;2
Y2721059071A;0,30276072;2024-10-10 01:46:46.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;2
Y2721059071A;0,31781718;2024-10-10 01:46:46.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;2
Y2721059071A;1,1347002;2024-10-10 01:46:46.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;2
Y2722318361A;1,7401369;2024-10-10 00:26:38.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2722318361A;0,29823914;2024-10-10 00:26:38.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2722318361A;1,0486958;2024-10-10 00:26:38.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2722318361A;0,30134755;2024-10-10 00:26:38.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2722318361A;1,0729996;2024-10-10 00:26:38.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2762043361A;1,4609625;2024-10-10 03:52:08.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2762043361A;0,85140395;2024-10-10 03:52:08.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2762043361A;0,22531456;2024-10-10 03:52:08.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2762043361A;1,1416373;2024-10-10 03:52:08.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2762043361A;0,46697223;2024-10-10 03:52:08.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2702236171A;0,53568316;2024-10-09 21:13:07.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2702236171A;1,1233304;2024-10-09 21:13:07.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2702236171A;0,44429103;2024-10-09 21:13:07.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2721306381A;0,34079039;2024-10-09 21:30:55.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2721306381A;0,31812334;2024-10-09 21:30:55.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2721306381A;1,0872202;2024-10-09 21:30:55.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2702138391A;1,3743639;2024-10-10 00:41:48.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2702138391A;1,1117455;2024-10-10 00:41:48.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2702138391A;1,5110799;2024-10-10 00:41:48.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2702138391A;0,30228201;2024-10-10 00:41:48.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2702138391A;0,33877119;2024-10-10 00:41:48.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2701848121A;0,99648255;2024-10-10 02:03:19.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;3
Y2740642082A;0,29549196;2024-10-10 03:23:15.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2740642082A;0,66359788;2024-10-10 03:23:15.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2721314511A;0,2789039;2024-10-09 20:00:45.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2721314511A;0,66363013;2024-10-09 20:00:45.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2721314511A;0,25000378;2024-10-09 20:00:45.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2721314511A;2,2241328;2024-10-09 20:00:45.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2721314511A;0,70269465;2024-10-09 20:00:45.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2750615311A;0,82660574;2024-10-10 00:03:57.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2750615311A;0,36197945;2024-10-10 00:03:57.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2750615311A;1,6752163;2024-10-10 00:03:57.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2750615311A;0,89233392;2024-10-10 00:03:57.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2750615311A;0,25026056;2024-10-10 00:03:57.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2751942121A;0,43938804;2024-10-09 20:55:25.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;2
Y2751942121A;0,43257824;2024-10-09 20:55:25.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;2
Y2751942121A;1,0283134;2024-10-09 20:55:25.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;2
Y2750446451A;0,2132128;2024-10-10 05:38:34.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2750446451A;0,76307154;2024-10-10 05:38:34.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2750446451A;0,20818555;2024-10-10 05:38:34.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2750446451A;0,7406494;2024-10-10 05:38:34.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2750446451A;1,7929345;2024-10-10 05:38:34.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2720418011A;0,77192688;2024-10-10 00:49:33.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2720418011A;0,21011573;2024-10-10 00:49:33.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2720418011A;0,80777127;2024-10-10 00:49:33.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2720418011A;2,2964711;2024-10-10 00:49:33.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2720418011A;0,2022326;2024-10-10 00:49:33.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2740743382A;0,72589958;2024-10-10 05:04:47.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2740743382A;0,2400942;2024-10-10 05:04:47.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2740743382A;0,71371931;2024-10-10 05:04:47.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2740743382A;1,3969581;2024-10-10 05:04:47.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2740743382A;0,18469107;2024-10-10 05:04:47.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2701739541A;0,84249032;2024-10-09 23:33:09.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2701739541A;0,28497905;2024-10-09 23:33:09.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2701739541A;1,3163716;2024-10-09 23:33:09.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2701739541A;0,28485742;2024-10-09 23:33:09.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2701739541A;0,93509561;2024-10-09 23:33:09.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2741311361A;0,81989229;2024-10-09 19:58:33.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2741311361A;0,21860026;2024-10-09 19:58:33.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2741311361A;0,7442162;2024-10-09 19:58:33.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2740057401A;0,7312274;2024-10-10 05:59:31.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2750400491A;2,0115054;2024-10-09 22:53:05.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;3
Y2750400491A;1,4006213;2024-10-09 22:53:05.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;3
Y2750400491A;0,31573299;2024-10-09 22:53:05.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;3
Y2740053131A;1,0181295;2024-10-09 21:47:03.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2740053131A;0,34340158;2024-10-09 21:47:03.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2740053131A;1,2622428;2024-10-09 21:47:03.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2740053131A;0,313521;2024-10-09 21:47:03.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2740053131A;1,2821007;2024-10-09 21:47:03.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2751953171A;1,3527766;2024-10-09 21:03:30.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2751953171A;0,85253775;2024-10-09 21:03:30.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2751953171A;0,90427643;2024-10-09 21:03:30.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2751953171A;0,32113287;2024-10-09 21:03:30.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2751953171A;0,25902125;2024-10-09 21:03:30.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2740628432A;0,23682368;2024-10-10 04:04:39.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2740628432A;0,21637538;2024-10-10 04:04:39.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2740628432A;1,7620573;2024-10-10 04:04:39.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2762239431A;0,90970021;2024-10-10 02:59:12.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2762239431A;0,23247172;2024-10-10 02:59:12.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2762239431A;1,6881137;2024-10-10 02:59:12.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2741313371A;1,4562054;2024-10-09 19:55:23.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;3
Y2741313371A;0,92495418;2024-10-09 19:55:23.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;3
Y2741313371A;0,34975794;2024-10-09 19:55:23.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;3
Y2761447072A;0,27038836;2024-10-10 03:59:07.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2761447072A;0,19000898;2024-10-10 03:59:07.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2761447072A;1,7040619;2024-10-10 03:59:07.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2761447072A;0,69643706;2024-10-10 03:59:07.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2761447072A;0,64807039;2024-10-10 03:59:07.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2721100451A;0,32296947;2024-10-10 01:46:58.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;2
Y2721100451A;0,26561999;2024-10-10 01:46:58.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;2
Y2721100451A;0,93108451;2024-10-10 01:46:58.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;2
Y2721100451A;0,84273714;2024-10-10 01:46:58.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;2
Y2721100451A;1,3757545;2024-10-10 01:46:58.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;2
Y2751006561A;0,91067004;2024-10-09 23:43:06.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2751006561A;0,24006937;2024-10-09 23:43:06.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2751006561A;0,97399044;2024-10-09 23:43:06.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2751006561A;0,27217767;2024-10-09 23:43:06.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2751006561A;2,0341759;2024-10-09 23:43:06.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2701845181A;0,3177534;2024-10-10 01:14:51.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2701845181A;1,7011868;2024-10-10 01:14:51.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2701845181A;1,0122043;2024-10-10 01:14:51.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2701845181A;0,31694955;2024-10-10 01:14:51.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2701845181A;0,96538782;2024-10-10 01:14:51.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2740034031A;1,4883014;2024-10-09 21:45:03.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2740034031A;0,71327662;2024-10-09 21:45:03.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2740034031A;0,20580356;2024-10-09 21:45:03.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2740034031A;0,66303396;2024-10-09 21:45:03.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2711040331A;1,7976195;2024-10-10 03:08:23.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2711040331A;0,29135138;2024-10-10 03:08:23.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2711040331A;0,80736989;2024-10-10 03:08:23.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2711040331A;0,20859288;2024-10-10 03:08:23.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2711040331A;0,76211494;2024-10-10 03:08:23.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2702120571A;0,86247575;2024-10-10 02:45:08.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2702120571A;1,7680234;2024-10-10 02:45:08.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2702120571A;0,26205745;2024-10-10 02:45:08.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2750400241A;1,1543641;2024-10-09 23:01:27.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;3
Y2750400241A;1,6030297;2024-10-09 23:01:27.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;3
Y2750400241A;1,2344652;2024-10-09 23:01:27.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;3
Y2750400241A;0,3397691;2024-10-09 23:01:27.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;3
Y2750400241A;0,31254646;2024-10-09 23:01:27.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;3
Y2741202542A;0,7508505;2024-10-10 03:18:13.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2741202542A;0,7089451;2024-10-10 03:18:13.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2741202542A;0,19055454;2024-10-10 03:18:13.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2741202542A;0,26414746;2024-10-10 03:18:13.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2741202542A;2,0862577;2024-10-10 03:18:13.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2732225591A;0,29964939;2024-10-09 21:57:56.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2732225591A;1,3219168;2024-10-09 21:57:56.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2732225591A;0,83131307;2024-10-09 21:57:56.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2732225591A;0,82693255;2024-10-09 21:57:56.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2732225591A;0,25577888;2024-10-09 21:57:56.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2702126431A;0,7850973;2024-10-10 02:17:40.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2702126431A;0,25068498;2024-10-10 02:17:40.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2702126431A;0,81314224;2024-10-10 02:17:40.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2702126431A;1,848757;2024-10-10 02:17:40.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2702126431A;0,230909;2024-10-10 02:17:40.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2701823061A;0,29092324;2024-10-09 23:35:00.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
Y2701823061A;1,2832654;2024-10-09 23:35:00.0000000;11202.Pk;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;3,5;1
Y2701823061A;1,1941589;2024-10-09 23:35:00.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2701823061A;0,24349183;2024-10-09 23:35:00.0000000;11402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,31999999;1
Y2701823061A;1,3118386;2024-10-09 23:35:00.0000000;12403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,3;1
Y2740057401A;0,79076409;2024-10-10 05:59:31.0000000;11403.BS3;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;1,1;1
Y2740057401A;0,28320551;2024-10-10 05:59:31.0000000;12402.BS2;MKM_WS004936.schaeffler.com_QsStatModule-Ebooster-ANOVIS-FUS;0;0,5;1
